Id,Player,Nation,Pos,Team,Age,Born,Pj,Starts,Min,90s,Gls,Ast,GNP,GP,PS,CrdY,CrdR,Gls/Pj,Ast/Pj,G+A,GNP/Pj,G+A-P/Pj,Id_Team,foto
816,Miguel,ESP,DF,Villarreal B,25,1997,17,14,1290,14.3,1,2,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,40,https://cdn.sofifa.net/players/notfound_0_60.png
817,Miguel,ESP,FW,Alaves,23,1999,19,17,1296,14.4,4,2,4,0,0,3,0,0.28,0.14,0.42,0.28,0.42,20,https://cdn.sofifa.net/players/notfound_0_60.png
818,Florian Miguel,FRA,DF,Huesca,26,1996,16,16,1376,15.3,0,1,0,0,0,1,1,0.0,0.07,0.07,0.0,0.07,28,https://cdn.sofifa.net/players/notfound_0_60.png
819,Miki,ESP,"MF,DF",UD Ibiza,26,1996,14,4,488,5.4,1,1,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,39,https://cdn.sofifa.net/players/notfound_0_60.png
820,Uroš Milovanović,SRB,FW,Sporting Gijon,22,2000,6,0,113,1.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,37,https://cdn.sofifa.net/players/notfound_0_60.png
821,Ignasi Miquel,ESP,DF,Granada,30,1992,13,11,931,10.3,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
822,Jorge Miramón,ESP,"DF,MF",Leganes,33,1989,19,18,1628,18.1,0,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,30,https://cdn.sofifa.net/players/notfound_0_60.png
823,Dauda Mohammed,GHA,MF,Tenerife,24,1998,14,9,714,7.9,2,2,2,0,0,2,0,0.25,0.25,0.5,0.25,0.5,38,https://cdn.sofifa.net/players/notfound_0_60.png
824,Alberto Moleiro,ESP,MF,Las Palmas,19,2003,19,13,1138,12.6,0,4,0,0,0,2,0,0.0,0.32,0.32,0.0,0.32,29,https://cdn.sofifa.net/players/notfound_0_60.png
825,Arturo Molina,ESP,MF,Racing Sant,26,1996,13,6,544,6.0,1,0,1,0,0,2,0,0.17,0.0,0.17,0.17,0.17,36,https://cdn.sofifa.net/players/notfound_0_60.png
826,Jorge Molina,ESP,"FW,MF",Granada,40,1982,18,9,771,8.6,1,0,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,27,https://cdn.sofifa.net/players/notfound_0_60.png
827,Manu Molina,ESP,MF,Zaragoza,31,1991,17,13,1152,12.8,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
828,Sergio Molina,ESP,MF,Andorra,26,1996,15,12,994,11.0,1,0,1,0,0,3,0,0.09,0.0,0.09,0.09,0.09,22,https://cdn.sofifa.net/players/notfound_0_60.png
829,Victor Mollejo,ESP,"FW,MF",Zaragoza,21,2001,19,11,1010,11.2,1,2,1,0,0,3,0,0.09,0.18,0.27,0.09,0.27,41,https://cdn.sofifa.net/players/notfound_0_60.png
830,Joni Montiel,ESP,"MF,FW",Levante,24,1998,19,15,1229,13.7,2,2,1,1,1,3,0,0.15,0.15,0.29,0.07,0.22,31,https://cdn.sofifa.net/players/notfound_0_60.png
831,Ángel Montoro,ESP,MF,Oviedo,34,1988,15,11,1033,11.5,1,1,1,0,0,5,0,0.09,0.09,0.17,0.09,0.17,34,https://cdn.sofifa.net/players/notfound_0_60.png
832,Ivan Monzón,ESP,FW,Zaragoza,19,2002,6,3,269,3.0,1,1,1,0,0,0,0,0.33,0.33,0.67,0.33,0.67,41,https://cdn.sofifa.net/players/notfound_0_60.png
833,Wesley Moraes,BRA,FW,Levante,26,1996,16,9,810,9.0,0,1,0,0,0,5,0,0.0,0.11,0.11,0.0,0.11,31,https://cdn.sofifa.net/players/notfound_0_60.png
834,Erik Morán,ESP,MF,Ponferradina,31,1991,14,11,888,9.9,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,35,https://cdn.sofifa.net/players/notfound_0_60.png
835,Iván Morante,ESP,MF,UD Ibiza,21,2001,17,13,1074,11.9,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
836,Pol Moreno,ESP,DF,Racing Sant,28,1994,20,20,1792,19.9,1,0,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,36,https://cdn.sofifa.net/players/notfound_0_60.png
837,Dani Morer,ESP,DF,Andorra,24,1998,7,6,463,5.1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,22,https://cdn.sofifa.net/players/notfound_0_60.png
838,Mohamed Moukhliss,ESP,MF,Andorra,22,2000,7,2,193,2.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,22,https://cdn.sofifa.net/players/notfound_0_60.png
839,Toni Moya,ESP,MF,Alaves,24,1998,20,6,830,9.2,0,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11,20,https://cdn.sofifa.net/players/notfound_0_60.png
840,Sebas Moyano,ESP,"MF,FW",Lugo,25,1997,19,14,1261,14.0,2,0,2,0,0,1,0,0.14,0.0,0.14,0.14,0.14,32,https://cdn.sofifa.net/players/notfound_0_60.png
841,Samuel Mráz,SVK,FW,CD Mirandes,25,1997,11,1,207,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,25,https://cdn.sofifa.net/players/notfound_0_60.png
842,Mumo,ESP,MF,Burgos,27,1995,19,8,883,9.8,2,1,2,0,0,5,0,0.2,0.1,0.31,0.2,0.31,23,https://cdn.sofifa.net/players/notfound_0_60.png
843,Álex Muñoz,ESP,DF,Levante,28,1994,14,12,1115,12.4,0,1,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08,31,https://cdn.sofifa.net/players/notfound_0_60.png
844,Javier Muñoz,ESP,MF,Eibar,27,1995,18,13,1171,13.0,0,2,0,0,0,4,2,0.0,0.15,0.15,0.0,0.15,26,https://cdn.sofifa.net/players/notfound_0_60.png
845,Joaquín Muñoz,ESP,FW,Huesca,23,1999,6,1,214,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
846,Juan Muñoz,ESP,FW,Leganes,27,1995,19,12,1006,11.2,4,0,4,0,0,5,0,0.36,0.0,0.36,0.36,0.36,30,https://cdn.sofifa.net/players/notfound_0_60.png
847,Luis Muñoz,ESP,MF,Malaga,25,1997,13,8,621,6.9,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
848,Diego Murillo,ESP,DF,Malaga,21,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
849,Charly Musonda Jr.,BEL,MF,Levante,26,1996,5,0,77,0.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,31,https://cdn.sofifa.net/players/notfound_0_60.png
850,Shkodran Mustafi,GER,DF,Levante,30,1992,2,1,29,0.3,1,0,1,0,0,0,0,3.1,0.0,3.1,3.1,3.1,31,https://cdn.sofifa.net/players/notfound_0_60.png
851,Damián Musto,ARG,MF,Cartagena,35,1987,17,15,1216,13.5,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,24,https://cdn.sofifa.net/players/notfound_0_60.png
852,Alfred N'Diaye,SEN,MF,Malaga,32,1990,14,11,1071,11.9,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
853,Nacho,ESP,DF,Tenerife,33,1989,17,14,1294,14.4,1,2,1,0,0,6,0,0.07,0.14,0.21,0.07,0.21,38,https://cdn.sofifa.net/players/notfound_0_60.png
854,Tomeu Nadal,ESP,GK,Oviedo,33,1989,14,14,1260,14.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
855,Naranjo,ESP,"MF,FW",Ponferradina,28,1994,20,15,1322,14.7,2,2,2,0,0,4,0,0.14,0.14,0.27,0.14,0.27,35,https://cdn.sofifa.net/players/notfound_0_60.png
856,Juanjo Narváez,COL,FW,Zaragoza,27,1995,3,2,157,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
857,Raúl Navarro,ESP,"MF,DF",Burgos,28,1994,17,13,1182,13.1,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,23,https://cdn.sofifa.net/players/notfound_0_60.png
858,Raúl Navas,ESP,DF,CD Mirandes,34,1988,15,15,1350,15.0,0,3,0,0,0,5,0,0.0,0.2,0.2,0.0,0.2,25,https://cdn.sofifa.net/players/notfound_0_60.png
859,Neeskens,ESP,FW,Cartagena,21,2001,3,0,18,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,https://cdn.sofifa.net/players/notfound_0_60.png
860,Carlos Neva,ESP,DF,Granada,26,1996,8,7,610,6.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
861,Yvan Neyou,CMR,MF,Leganes,25,1997,7,1,138,1.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,30,https://cdn.sofifa.net/players/notfound_0_60.png
862,Carlos Nieto,ESP,"DF,MF",Zaragoza,26,1996,4,3,269,3.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
863,Fernando Niño,ESP,FW,Villarreal B,22,2000,19,17,1343,14.9,2,2,2,0,0,1,0,0.13,0.13,0.27,0.13,0.27,40,https://cdn.sofifa.net/players/notfound_0_60.png
864,Peru Nolaskoain,ESP,MF,Eibar,24,1998,11,4,471,5.2,2,1,2,0,0,3,0,0.38,0.19,0.57,0.38,0.57,26,https://cdn.sofifa.net/players/notfound_0_60.png
865,Nolito,ESP,"MF,FW",UD Ibiza,36,1986,13,7,632,7.0,1,1,1,0,0,2,0,0.14,0.14,0.28,0.14,0.28,39,https://cdn.sofifa.net/players/notfound_0_60.png
866,Kelechi Nwakali,NGA,MF,Ponferradina,24,1998,16,15,1316,14.6,1,1,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14,35,https://cdn.sofifa.net/players/notfound_0_60.png
867,Allan Nyom,CMR,DF,Leganes,34,1988,18,16,1486,16.5,1,1,1,0,0,7,0,0.06,0.06,0.12,0.06,0.12,30,https://cdn.sofifa.net/players/notfound_0_60.png
868,Samuel Obeng,GHA,"FW,MF",Oviedo,25,1997,19,6,624,6.9,1,0,1,0,0,3,0,0.14,0.0,0.14,0.14,0.14,34,https://cdn.sofifa.net/players/notfound_0_60.png
869,Dani Ojeda,ESP,MF,Ponferradina,28,1994,18,15,1335,14.8,4,3,4,0,0,3,0,0.27,0.2,0.47,0.27,0.47,35,https://cdn.sofifa.net/players/notfound_0_60.png
870,Thiago Ojeda,ARG,"MF,FW",Villarreal B,19,2003,12,6,570,6.3,1,0,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16,40,https://cdn.sofifa.net/players/notfound_0_60.png
871,Lander Olaetxea,ESP,"MF,DF",Albacete,29,1993,18,18,1501,16.7,1,0,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,21,https://cdn.sofifa.net/players/notfound_0_60.png
872,Kiko Olivas,ESP,DF,Cartagena,34,1988,9,9,753,8.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,https://cdn.sofifa.net/players/notfound_0_60.png
873,Víctor Olmo,ESP,DF,Malaga,21,2001,3,1,99,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
874,Kenneth Omeruo,NGA,DF,Leganes,29,1993,11,10,806,9.0,1,0,1,0,0,1,0,0.11,0.0,0.11,0.11,0.11,30,https://cdn.sofifa.net/players/notfound_0_60.png
875,Cedric Omoigui,NGA,FW,Racing Sant,28,1994,2,0,42,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
876,Kevin Omoruyi,ESP,FW,Huesca,21,2001,5,4,250,2.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
877,Kevin Omoruyi,BHU,FW,Huesca,21,2001,6,3,277,3.1,1,1,1,0,0,1,0,0.32,0.32,0.65,0.32,0.65,28,https://cdn.sofifa.net/players/notfound_0_60.png
878,Javier Ontiveros,ESP,MF,Villarreal B,25,1997,14,5,571,6.3,1,1,0,1,1,2,0,0.16,0.16,0.32,0.0,0.16,40,https://cdn.sofifa.net/players/notfound_0_60.png
879,Jandro Orellana,ESP,MF,Andorra,22,2000,12,5,566,6.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,22,https://cdn.sofifa.net/players/notfound_0_60.png
880,Alfredo Ortuño,ESP,FW,Cartagena,31,1991,18,10,982,10.9,5,0,3,2,3,1,0,0.46,0.0,0.46,0.27,0.27,24,https://cdn.sofifa.net/players/notfound_0_60.png
881,Antonio Pacheco,ESP,"MF,FW",Villarreal B,20,2002,15,4,558,6.2,2,0,2,0,0,1,0,0.32,0.0,0.32,0.32,0.32,40,https://cdn.sofifa.net/players/notfound_0_60.png
882,Ignacio Pais,ARG,MF,Cartagena,22,2000,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,https://cdn.sofifa.net/players/notfound_0_60.png
883,Diego Pampín,ESP,"DF,MF",Andorra,22,2000,11,7,690,7.7,0,2,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26,22,https://cdn.sofifa.net/players/notfound_0_60.png
884,Rubén Pardo,ESP,MF,Leganes,30,1992,18,11,1041,11.6,1,2,1,0,0,5,0,0.09,0.17,0.26,0.09,0.26,30,https://cdn.sofifa.net/players/notfound_0_60.png
885,Miquel Parera,ESP,GK,Racing Sant,26,1996,20,20,1800,20.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
886,Raúl Parra,ESP,DF,CD Mirandes,23,1999,18,13,1140,12.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,25,https://cdn.sofifa.net/players/notfound_0_60.png
887,Piotr Parzyszek,POL,FW,Leganes,29,1993,6,2,223,2.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,30,https://cdn.sofifa.net/players/notfound_0_60.png
888,Alexandru Pașcanu,ROU,DF,Ponferradina,24,1998,19,19,1710,19.0,1,2,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,35,https://cdn.sofifa.net/players/notfound_0_60.png
889,Martín Pascual,ESP,DF,UD Ibiza,23,1999,16,15,1360,15.1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
890,Alex Pastor,ESP,DF,Andorra,23,1999,9,4,455,5.1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,22,https://cdn.sofifa.net/players/notfound_0_60.png
891,Marcos Paulo,BRA,"MF,FW",CD Mirandes,21,2001,13,7,655,7.3,1,2,1,0,0,0,0,0.14,0.27,0.41,0.14,0.41,25,https://cdn.sofifa.net/players/notfound_0_60.png
892,Pepe,ESP,DF,Granada,22,2000,3,1,116,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
893,Peque,ESP,FW,Racing Sant,20,2002,15,2,272,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
894,Alberto Perea,ESP,MF,Granada,31,1990,10,2,307,3.4,1,0,1,0,0,1,0,0.29,0.0,0.29,0.29,0.29,27,https://cdn.sofifa.net/players/notfound_0_60.png
895,Luis Perea,ESP,MF,Leganes,25,1997,1,1,87,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,30,https://cdn.sofifa.net/players/notfound_0_60.png
896,Hugo Perez,ESP,DF,Villarreal B,19,2002,3,3,225,2.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,40,https://cdn.sofifa.net/players/notfound_0_60.png
897,Njegoš Petrović,SRB,MF,Granada,23,1999,14,11,962,10.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
898,Radosav Petrović,SRB,"MF,DF",Zaragoza,33,1989,9,3,242,2.7,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
899,Alex Petxa,ESP,DF,Andorra,25,1997,4,4,277,3.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,22,https://cdn.sofifa.net/players/notfound_0_60.png
900,Pinchi,ESP,MF,Las Palmas,26,1996,2,1,81,0.9,1,1,1,0,0,0,0,1.11,1.11,2.22,1.11,2.22,29,https://cdn.sofifa.net/players/notfound_0_60.png
901,Pinchi,ESP,"FW,MF",CD Mirandes,26,1996,16,14,1070,11.9,5,0,5,0,0,1,0,0.42,0.0,0.42,0.42,0.42,25,https://cdn.sofifa.net/players/notfound_0_60.png
902,Bruno Pires,BRA,DF,Lugo,30,1992,4,2,144,1.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
903,Jordi Pola,ESP,DF,Sporting Gijon,22,2000,3,0,80,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37,https://cdn.sofifa.net/players/notfound_0_60.png
904,Carlos Pomares Rayo,ESP,DF,Oviedo,30,1992,9,6,564,6.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
905,Jorge Pombo,ESP,"MF,FW",Racing Sant,28,1994,13,13,1012,11.2,2,0,2,0,0,5,2,0.18,0.0,0.18,0.18,0.18,36,https://cdn.sofifa.net/players/notfound_0_60.png
906,Sergio Postigo,ESP,DF,Levante,34,1988,12,10,956,10.6,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,31,https://cdn.sofifa.net/players/notfound_0_60.png
907,Darío Poveda,ESP,"FW,MF",UD Ibiza,25,1997,17,9,679,7.5,1,1,1,0,0,0,0,0.13,0.13,0.27,0.13,0.27,39,https://cdn.sofifa.net/players/notfound_0_60.png
908,Prados,ESP,MF,CD Mirandes,21,2001,20,16,1341,14.9,0,2,0,0,0,4,0,0.0,0.13,0.13,0.0,0.13,25,https://cdn.sofifa.net/players/notfound_0_60.png
909,Miguel Prendes,ESP,MF,Oviedo,21,2001,6,1,118,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
910,Pubill,ESP,DF,Levante,19,2003,5,4,322,3.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,31,https://cdn.sofifa.net/players/notfound_0_60.png
911,Miguel Puche García,ESP,MF,Zaragoza,21,2001,15,3,404,4.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
912,Antonio Puertas,ESP,"MF,FW",Granada,30,1992,17,15,1287,14.3,1,3,1,0,0,1,0,0.07,0.21,0.28,0.07,0.28,27,https://cdn.sofifa.net/players/notfound_0_60.png
913,Ricard Pujol,ESP,DF,Ponferradina,24,1998,2,1,132,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,35,https://cdn.sofifa.net/players/notfound_0_60.png
914,Jorge Pulido,ESP,DF,Huesca,31,1991,18,17,1442,16.0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
915,Ruben Pulido Peñas,ESP,DF,Huesca,22,2000,8,7,649,7.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
916,Yacine Qasmi,MAR,FW,Leganes,31,1991,14,2,256,2.8,1,0,1,0,0,2,0,0.35,0.0,0.35,0.35,0.35,30,https://cdn.sofifa.net/players/notfound_0_60.png
917,Dani Queipo,ESP,MF,Sporting Gijon,20,2002,17,13,1041,11.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,37,https://cdn.sofifa.net/players/notfound_0_60.png
918,Quini,ESP,DF,Granada,33,1989,15,11,975,10.8,0,1,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,27,https://cdn.sofifa.net/players/notfound_0_60.png
919,Quique,ESP,"MF,FW",Eibar,32,1990,14,6,489,5.4,3,1,2,1,1,1,0,0.55,0.18,0.74,0.37,0.55,26,https://cdn.sofifa.net/players/notfound_0_60.png
920,Dani Raba,ESP,"FW,MF",Leganes,27,1995,16,9,812,9.0,4,2,4,0,0,5,0,0.44,0.22,0.67,0.44,0.67,30,https://cdn.sofifa.net/players/notfound_0_60.png
921,Yanis Rahmani,FRA,"MF,FW",Eibar,27,1995,11,4,344,3.8,1,0,1,0,0,1,0,0.26,0.0,0.26,0.26,0.26,26,https://cdn.sofifa.net/players/notfound_0_60.png
922,Hugo Rama,ESP,MF,Oviedo,26,1996,19,13,1111,12.3,0,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,34,https://cdn.sofifa.net/players/notfound_0_60.png
923,Jonás Ramalho,ESP,DF,Malaga,29,1993,9,7,614,6.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
924,Benito Ramírez,ESP,MF,Las Palmas,27,1995,14,2,440,4.9,1,1,1,0,0,0,0,0.2,0.2,0.41,0.2,0.41,29,https://cdn.sofifa.net/players/notfound_0_60.png
925,Sandro Ramírez,ESP,FW,Las Palmas,27,1995,8,3,396,4.4,1,2,1,0,0,2,0,0.23,0.45,0.68,0.23,0.68,29,https://cdn.sofifa.net/players/notfound_0_60.png
926,Ramón,ESP,GK,CD Mirandes,23,1999,6,6,540,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,25,https://cdn.sofifa.net/players/notfound_0_60.png
927,Chris Ramos,ESP,FW,Lugo,25,1997,19,16,1451,16.1,7,0,7,0,1,4,1,0.43,0.0,0.43,0.43,0.43,32,https://cdn.sofifa.net/players/notfound_0_60.png
928,Alejandro Ramos Rodriguez,ESP,MF,Lugo,22,2000,1,0,21,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
929,Abraham Rando,ESP,DF,Villarreal B,21,2001,4,3,292,3.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,40,https://cdn.sofifa.net/players/notfound_0_60.png
930,Andrei Ratiu,ROU,DF,Huesca,24,1998,19,19,1648,18.3,1,0,1,0,0,1,0,0.05,0.0,0.05,0.05,0.05,28,https://cdn.sofifa.net/players/notfound_0_60.png
931,Álvaro Ratón,ESP,GK,Zaragoza,29,1993,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
932,Nico Ratti,ITA,GK,Andorra,29,1993,8,8,720,8.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,22,https://cdn.sofifa.net/players/notfound_0_60.png
933,Raúl,ESP,FW,CD Mirandes,22,2000,17,16,1354,15.0,7,2,6,1,1,1,0,0.47,0.13,0.6,0.4,0.53,25,https://cdn.sofifa.net/players/notfound_0_60.png
934,Abderrahman Rebbach,ALG,"MF,FW",Alaves,24,1998,11,7,484,5.4,1,1,1,0,0,0,0,0.19,0.19,0.37,0.19,0.37,20,https://cdn.sofifa.net/players/notfound_0_60.png
935,Rebollo,ESP,GK,Zaragoza,23,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
936,Hugo Redón,ESP,MF,Levante,19,2003,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,31,https://cdn.sofifa.net/players/notfound_0_60.png
937,Manolo Reina,ESP,GK,Malaga,37,1985,13,13,1170,13.0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
938,Oriol Rey,ESP,MF,CD Mirandes,24,1998,20,18,1596,17.7,0,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,25,https://cdn.sofifa.net/players/notfound_0_60.png
939,Ricard,ESP,DF,Granada,22,2000,19,18,1516,16.8,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,27,https://cdn.sofifa.net/players/notfound_0_60.png
940,José Ricardo,BRA,DF,Lugo,24,1998,19,17,1529,17.0,0,2,0,0,0,8,0,0.0,0.12,0.12,0.0,0.12,32,https://cdn.sofifa.net/players/notfound_0_60.png
941,Manuel Rico,ESP,"MF,FW",Huesca,19,2003,2,2,105,1.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
942,Mikel Rico,ESP,MF,Cartagena,38,1984,20,17,1451,16.1,2,0,2,0,0,2,0,0.12,0.0,0.12,0.12,0.12,24,https://cdn.sofifa.net/players/notfound_0_60.png
943,Asier Riesgo,ESP,GK,Leganes,39,1983,13,12,1109,12.3,0,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,30,https://cdn.sofifa.net/players/notfound_0_60.png
944,Luis Rioja,ESP,"MF,FW",Alaves,29,1993,17,14,1319,14.7,3,1,3,0,0,3,1,0.2,0.07,0.27,0.2,0.27,20,https://cdn.sofifa.net/players/notfound_0_60.png
945,Cristian Rivera,ESP,MF,Sporting Gijon,25,1997,12,11,998,11.1,0,1,0,0,0,5,0,0.0,0.09,0.09,0.0,0.09,37,https://cdn.sofifa.net/players/notfound_0_60.png
946,Rober,ESP,DF,Levante,27,1995,13,9,898,10.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,31,https://cdn.sofifa.net/players/notfound_0_60.png
947,Rubén Rochina,ESP,MF,Granada,31,1991,7,2,217,2.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
948,Ángel Rodado,ESP,FW,UD Ibiza,25,1997,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
949,Rodri,ESP,MF,Villarreal B,19,2003,9,6,507,5.6,0,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,40,https://cdn.sofifa.net/players/notfound_0_60.png
950,Álvaro Rodríguez,ESP,DF,Albacete,28,1994,19,19,1657,18.4,2,2,2,0,0,4,1,0.11,0.11,0.22,0.11,0.22,21,https://cdn.sofifa.net/players/notfound_0_60.png
951,Cesar Rodriguez,VEN,MF,Lugo,22,2000,4,0,90,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
952,David Rodríguez,ESP,DF,Tenerife,22,2000,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,38,https://cdn.sofifa.net/players/notfound_0_60.png
953,Riki Rodríguez,ESP,MF,Albacete,25,1997,17,16,1322,14.7,1,0,1,0,0,5,1,0.07,0.0,0.07,0.07,0.07,21,https://cdn.sofifa.net/players/notfound_0_60.png
